Exist	Tweet 	existence.confidence
0	On the frontline of climate change http://om.ly/ifej RT @Axleuk @tashamiel	0.6833
1	"@NASA Climate Change" is now on #Facebook. Become a fan & keep up w/ the #climate science buzz http://bit.ly/dzKcEq RT @Flipbooks	0.6669
1	TP action figure pls! RT @GregGutfeld: Tugboat Phil is our 1 hope against global warming. He is the sensible yin to the Algore yang. #redeye	0.6514
1	Ice-covered volcanoes may answer climate change questions - latimes.com http://shar.es/mucwb #volcanoes #climatechange	0.6645
0	Water Resources Management and Climate Change: Soon, system to ...: All major dams in the state on the Krishna and... http://bit.ly/bnsrqO	0.6595
1	"From tobacco to climate change, 'merchants of doubt' undermined the science." Review of Naomi Oreskes. http://is.gd/bGm6m [1/2]	0.6812
0	48% in Gallup Poll say global warming exaggerated. http://earthlingangst.blogspot.com #globalwarming	1
1	RT @NREMag: Article on #climate change as civil rights issue http://tinyurl.com/zbepwx; #Air has piece on how CAA stds impede environmental justice	0.6415
0	48% in Gallup Poll say global warming is exaggerated. http://earthlingangst.blogspot.com #global warming #Gallup	0.6304
1	Checking out "Global Warming to Blame for Icelandic Volcanic Eruption" on Freedom Pub: http://ning.it/9DEGrP #iceland #tcot #tlot #climate	0.6691
1	62% support #environmental movement, but 48% told Gallup global warming is exaggerated. http://earthlingangst.blogspot.com #globalwarming	0.4403
0	BeAheroToday.info Energy and Global Warming News for April 23: GE to debut gearless ...: Energy storage devices ca... http://bit.ly/bPwjMC	1
0	62% support #environmental movement, but 48% tell Gallup global warming is exaggerated. http://earthlingangst.blogspot.com #globalwarming	1
0	Top British statistician assaults global warming data: http://bit.ly/9b7G4s via @addthis	0.6796
0	Senators prepare compromise climate change bill http://bit.ly/ceWe0N	0.6538
1	RT @kalimakhus @SocialistViews Perhaps denial of "Climate change" == denial that Capitalism is not sustainable http://socwrk.org/8696	1
1	Time to Make Your Voices Heard on Climate Change http://bit.ly/cRKyFB #tcot #tlot	1
1	International environmental justice court needed, say participants at People's World Conference on Climate Change. http://bit.ly/d1dn9F	0.6988
0	i know you have your beliefs on global warming...but looting and polluting are just NOT the way	0.7032
1	seriously though...when did the conservative view become "i'm going to destroy the environment because global warming isn't real"	0.6782
0	Special Report: Networks Hide the Decline in Credibility of Climate Change Science http://bit.ly/a7omiE	0.6841
0	Special Report: Networks Hide the Decline in Credibility of Climate Change Science http://bit.ly/d3HbLx	0.5246
0	Why should trust scientists with global warming if they didnt know Pluto wasnt a fucking planet!	1
0	global warming advocates are facing a crisis of credibility	0.6834
1	USW a leader among unions on issue of climate change, 1 of 1st unions to endorse climate change bill. http://tinyurl.com/35c65bm Ugh.	1
1	Top 10 Surprising Results of Global Warming  http://bit.ly/9pil1G #EarthDay *__ *__	1
0	RT @newsbusters New Special Report! Networks Hide the Decline in Credibility of Climate Change Science http://ow.ly/1BIKZ (Please RT!)	1
0	@vikramchandra Nuclear Winter will ensue.  So much 4 Global Warming.  Ppl can NOT control the planet, only influence it.	0.7146
0	RT @New_federalists: Global warming graph attacked by study http://tinyurl.com/y6679sm #hhrs #tcot #tlot #teaparty	0.3513
0	A Green Tip even Climate Change Deniers will Love. http://su.pr/31sHlk	0.6822
0	Heartland analyst: State Dept. global warming report is 'laughable' http://bit.ly/cNyQo5 #tcot #tlot	0.7108
1	my pc's a hand crank! .@mrdannyglover i support the world ppls conf climate change in bolivia. watch live now til apr 22 @ http://cmpcc.org	0.6949
0	Dennis Miller Show- hour 2. with Roy Spencer, author of The Great Global Warming Blunder http://is.gd/bC5Vs	0.5321
1	Climate change is heating up in Washington. Clean Air Cool Planet just published a handy guide to the issue: http://cot.ag/9Gp6LF	0.6755
1	bolivia climate change summit in Second Life on Flickr - Photo ...: see www.betterverse.org/2010/04/peoples-climat... http://bit.ly/bbfLZ4	0.695
1	NEWS: Global warming science math says Icleand volcano has released enough co2 to destroy earth 7,000 times	0.6592
0	I'll believe in Global Warming/Climate Change when we have a control planet. Yet I still have all CFL lights, No Car and Recycle #wellduh	0.6789
0	Look forward to #140conf tomorrow at @92YTribeca. Maybe I'll finally meet @acarvin & chat NPR (and climate change--it's #EarthMonth!)	0.638
1	Our climate is changing just as we are changing, do you believe in climate change?	0.695
1	RT @AmazonWatch: People's Conference on Climate Change & Rights of Mother Earth opening now' Watch LIVE: http://bit.ly/dsYZUV	0.6722
0	Climate Scientists Cleared, But Not U.N.: Scientists in climate scandal made no attempt to change global warming r... http://bit.ly/9Tml0g	0.5075
1	Check out Climate Desk, an interesting new collaboration dedicated to reporting on climate change:  http://bit.ly/dAsx5m	0.6742
1	RT @GreenHour: BudBurst volunteers needed: to look for "ten most wanted" plants to assess clues to climate change: http://bit.ly/bdlpVW	1
1	RT @VRWCTexan: STATE DEPT DECLARES: Global warming unequivocal & primarily human-induced' Vs. "Poll:4 of 5 Americans don't trust Washington"	1
0	RT @Uncucumbered: U know wht wld B fun? If the Sierra Club announced guns caused global warming. Talk abt yr ensuing Govertainment.	0.6582
1	Does this mean they're sure? . .STATE DEPT. DECLARES: 'Global warming unequivocal and primarily human-induced'... http://drudge.tw/cYgyix	1
0	Betting on Climate Change: Corporations Stand to Make or Lose Billions http://bit.ly/cwUiA1	0.632
0	New Global Warming Alarmism from LA Times: 'The World is Running Short on Air Pollution' http://tinyurl.com/y5xjzc8 #tcot #ocra	0.6862
1	Betting on Change -- corporations factor in "climate exposure" http://jlne.ws/ahGI9q	0.6743
0	RT @thereisawayjose: #Bolivia climate change talks to give poor a voice |The Guardian http://ow.ly/1AhoI #indigenous #cochabamba #cmpcc #p2	0.6765
0	Knee-Jerk No Fly Ban Discredits Global Warming Alarmists http://bit.ly/bhG1Vg	0.6503
0	Knee-Jerk No Fly Ban Discredits Global Warming Alarmists http://bit.ly/9qKKFy	0.6695
0	What global warming? #3wordslibshate	1
1	Kerry climate change law could be the first step to getting a comprehensive, clean energy policy! http://tinyurl.com/y2ay9cs	1
0	States Sue EPA Over a Misquote: The Fight Over Climate Change Gets More Ridiculous http://bit.ly/cqqV2N	0.627
0	@KagroX Plate tectonics is one of those scientific "theories" like global warming and evolution which will destroy families and raise taxes	1
1	#Climate change, in #Britain at least, is not exclusively a concern of leftist voters.' #may6 #green #news #guardian #election	1
0	Interesting RT @WarrenWhitlock: Did all this ice come from global warming? http://su.pr/2TZBGv	0.4833
0	@markos According to global warming science calculations, the Iceland volcano has released enough CO2 to kill the earth 298 times over.	0.6551
0	according to global warming science calculations, the Iceland volcano has released enough CO2 to kill the earth 298 times over.	0.6978
1	RT @sarahconner: Ridiculous: giving climate change denier nature show? Keep Sarah Palin off #Discovery http://bit.ly/bmUK4w via @CREDOmobile	0.6611
0	@ShanPoe LOL, I was watching a "global warming horror movie" when my phone wanted to change it to hippie.	0.6871
1	Gregory Unruh: Oven Dial or Light Switch: Carbon Lock-in and Abrupt Climate Change: Well over a decade ago, I bec... http://huff.to/auGUFY	1
0	Just finished watching "The Thaw" and if you get past the global warming propaganda in thebegin&end it still sucks. I give it2 broken thumbs	0.6437
0	Watching the liberal global warming horror movie "The Thaw"(2009). Yippie...	1
0	De Long on climate change. Don't count on #COP15 to resolve anything. More government spending is needed! http://ow.ly/1zuze #climatechange	0.6561
1	Brad DeLong's Prescription for Battling Climate Change: Economics blogger Bradford J. DeLong has posted a plea for... http://bit.ly/cZDEw7	1
0	Just newsweek.com for backup for its ridiculous assertion that Chicago "disappears" due to global warming floods. Website too awful to use.	0.3394
0	The Earth is moving. Dynamic forces R shaping the planet.(BTW, Volcanic Activity can cause Global Winter. Take that Global Warming)	0.6651
1	Gregory Unruh: Oven Dial or Light Switch: Carbon Lock-in and Abrupt Climate Change: Well over a decade ago, I bec... http://huff.to/ahlZmR	1
0	Congress worked out health care. Is climate change next? http://bit.ly/dcbnEy	1
0	Al Gore refuses to do interview on global warming hoax	0.6877
1	A good book on climate change for your summer reading list http://bit.ly/9T8VO5 #tcot #tlot	1
0	Malawi-UN-Climate UN, Malawi sign climate change management project deal: APA-Lilongwe (Malawi) Malawi, UN Develop... http://bit.ly/cQlGPR	1
1	Iceland has chosen a curious way to fight global warming.	0.6387
0	Second panel also finds no evidence of data distortion by UK Climate Change scientists: http://bit.ly/aSC12J	0.6199
1	Maria Rodale: Back to the Nursery...It's Planting Time!: It's only early April, but global warming has given me a... http://huff.to/cxpLnj	1
1	Senators prepare compromise climate change bill http://tinyurl.com/ybstl6n	0.5504
1	RT @sigsforyou: RT @hrhsar: Glacier triggers tsunami this will cause worse than global warming the East coast will be http://tl.gd/s8rd6	1
1	RT @redostoneage: @hrhsar Accumulating Evidence of the Corrupted US Temp Record #global warming #climate changehttp://bit.ly/b98uZC Volcano	0.6163
1	Glacier triggers tsunami this will cause worse than global warming the East coast will be underwater and England all this in one day? oy!	0.6717
0	RickWarren: My ecology is based on theology.Global Warming is unclear but God's Word isnt! Caring for creation is COMMANDED stewardship	1
0	BeAheroToday.info Do obese people really cause global warming? | Otago Daily Times ...: A recent article in The Su... http://bit.ly/9sMPR7	1
0	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 1	0.4661
0	My new hero! RT @Cubachi Gov. Christie will cut all $65 million from NJ's global warming fund http://is.gd/brylO	1
1	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 2	0.692
0	Don Blankenship: Safety Regulators As Silly As Global Warming: http://ow.ly/1y1ff What is as silly as Don having ppl's lives in his hands?	0.6833
1	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 3	0.6446
0	RT @RaincoastImages Scientists,politicians,15k indigenous ppl,grassroots groups fr 100+ countries 2 talk climate change http://bit.ly/9Z8ffk	0.6359
0	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 4	0.6405
1	Disclosing the Business Impacts of Climate Change Case: Studies from Industry Leaders and Analyses of Trends and .. http://oohja.com/xaIuw	0.6725
1	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 5	0.6501
0	via @NEWSJUNKIEPOST ~ Climate Of Hate: The Politics Of Climate Change Denial http://bit.ly/cr2zM0 #digg #du1 #dnj #p2	0.6357
1	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 6	1
0	Government safety regulators are "as silly as global warming," according to mine owner Blankenship. http://is.gd/bq4ed #tpp #p2 #tcot	0.6662
0	Freakonomics Blog: A ClimateGate Victim, and the State of the Global-Warming Problem http://bit.ly/bL1FIp	0.6769
1	756 Bad Things Attributed To Global Warming #tlot #agw http://icio.us/wbd4qk	1
0	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 7	0.4667
0	Conference of Muslim Action on Climate Change' in Jakarta pushes forward for climate leadership http://bit.ly/dr0zwF #EcoMonday	0.6871
0	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 8	0.6459
1	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 9	0.693
1	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 10	0.6717
1	Reading Paul Krugman's enlightening article on the economics of mitigating global climate change: http://tinyurl.com/yao9cdz	1
1	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 11	0.6746
0	RT @brookedunne: Intl Conference of Scientists to Challenge Global-warming http://bit.ly/azMH9d	0.6667
1	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 12	0.6678
0	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 13	0.5775
1	Tell Rupert Murdoch to Get His Facts Straight on Climate Change: http://is.gd/biUHB #FoxNews #GlobalWarming #SaveTerra 14	0.515
0	Fall of the Republic  http://youtu.be/VebOTc-7shU #tlot #p2 #tcot #nwo #itsoverwhen global governance global warming	0.3747
0	New RLS blog #TCOT Has Al Gore given up on global warming? http://bit.ly/aSLuUJ	0.6637
0	Is Global Warming The Greatest Lie Ever Sold :Healthy Home Smart: Author: Aydan Corkern Title: Is Global Warming T... http://bit.ly/cfLxlv	0.6658
0	RT @YahooNews: Effort to remake America's energy future and fight global warming could be harmed, or spurred, by Gulf #oilspill: http://bit.ly/dl4zuD	0.6268
1	Global warming? Great!: "The threat from climate change is serious, it is urgent, and it is growing," President Ob... http://bit.ly/a3FWD0	1
0	#Obama cites #terrorism, #climate change etc. as the shape of the brave, new world that creates tensions in body #politic.	1
1	On Earth Day Redding architect James Theimer had some harsh words for skeptics of human-caused global warming. http://bit.ly/bbAI7e	0.6517
0	Marc Beauchamp: Not all global warming skeptics are 'stupid': On Earth Day Redding architect James Theimer had som... http://bit.ly/adqEhs	0.6678
0	Global warming conference set Sunday http://bit.ly/bPZayj	0.7237
1	Global warming conference set Sunday: Pittsburgh Post Gazette Robert Bullard, known as the "Father of Environmenta... http://bit.ly/bNAdEh	0.6347
1	Climate change mechanism set up http://bit.ly/cmuOdt	0.6848
0	Virginia to Investigate Global Warming Scientist Mann: FOXNews A legal battle is heating up faster than the planet... http://bit.ly/d5gmU3	0.6462
0	If humans are causing global warming, then why are the ice caps on ...: The ice caps are indeed melting on mars, d... http://bit.ly/d3OTgU	1
0	I hope this Global Warming/Climate Change stuff continues...I'm really enjoying the COLD Spring weather here in North Los Angeles.	0.6903
1	Childs: Johns Hopkins started pgm on health and sustainability. Environ change, climate ch, biodiversity loss all impact public health	1
0	Democrat Party supports (Prostitution,Abortion, Pot, Homosexuality, NAMBLA, Global Warming ACORN ECIU ) #tcot #p2 @Glenn Beck Fox News #dnc	1
1	State of Virginia to Investigate Global Warming Scientist Mann: FOXNews First word emerged that the inspector gene... http://bit.ly/dqR71n	0.6646
1	What causes Global Warming? | Global Warming Cause: Im 13 and ive got to research on what causes global warming. I... http://bit.ly/dk0FoZ	1
1	A new Pew Center report delivers concrete recommendations for structuring a federal response to #climate change http://bit.ly/a5qZyH	0.6778
1	Global warming crowd fears warming earth melting Big Rock Candy Mountain, raising sea's glucose. Skeptics say Mountain stickiness cyclical.	0.3523
0	Giles Slade: McCarthyism and Climate Change http://huff.to/cA7iy2	0.6688
0	Considering the oil spill devastation in the Gulf, energy legislation under debate, and climate change wrecking... http://bit.ly/auATE6	0.6292
1	Global warming: Environmental effects: by Mark Somerfield Global warming is thought to be caused by excess CO2 in ... http://bit.ly/cNdjVb	1
1	Watched British debates on CSPAN. Frightening. Every candidate is a leftist, including those on the "right." I.e., global warming is TRUTH.	0.6761
1	Geologists Study Historic Patterns of Climate Change: University of Cincinnati geologist Tom Lowell is part of a t... http://bit.ly/cqO8E5	0.6378
1	Is global warming a real problem or a hoax?: by Mark Hopkins Global warming is a real problem but so is proving be... http://bit.ly/9Hy51b	1
1	Giles Slade: McCarthyism and Climate Change: Is it strange that Sarah Palin, who once thought Africa was a countr... http://huff.to/di5DUA	1
0	Senators prepare compromise climate change bill: WASHINGTON (Reuters) - Six months after introducing a sweeping cl... http://bit.ly/cE1uDi	0.6732
0	Global warming: a market proposal even libertarians would love: Christian Science Monitor Libertarians may debate ... http://bit.ly/brZ7Zz	0.7077
1	How does co2 cause global warming? | Global Warming Cause: How does co2 cause global warming? why specifically is ... http://bit.ly/9L5JlS	0.6822
1	US Government's New Climate Change Claim: Global Warming Causes ...: Before I begin, I promise you that the story ... http://bit.ly/8YKBgC	0.6417
1	Conference at Tom Ridge Environmental Center focuses on climate change: By DANA MASSING More than 80 representativ... http://bit.ly/a4KEQI	0.6801
0	Conference at Tom Ridge Environmental Center focuses on climate change: By DANA MASSING More than 80 representativ... http://bit.ly/a4KEQI	1
1	The folks who promised offshore drilling was safe are the same folks who say don't sweat global warming.	0.6952
0	Climate Change Debate Climatologists Weather Meteorologists ...: Many Television Weather Forecasters Doubt Global ... http://bit.ly/cmITvA	0.6452
1	Government scientists suggest inter-agency "fuzzy hubs" to deal with mass extinctions brought on by climate change http://bit.ly/cRPlK4	0.7896
1	Vattenfall's CEO on clean energy, and not being a 'lone wolf' on climate change http://bit.ly/bPKwzC	1
0	Al Gore, Tipper Gore snap up Montecito-area villa - latimes.com http://shar.es/m5TlP- Global warming money in action.	0.4108
1	Ian Angus: Dissecting those 'Overpopulation' Numbers (part one): Is global warming caused by too many people? This... http://bit.ly/biizpM	0.6391
1	Soil Remineralization and Climate Change http://bit.ly/6pSx53 #Climate-change #Soil	0.657
0	Scoop: 'Sunset Looms For Global Warming Industry' http://bit.ly/9uJ6g6	0.649
0	Global warming dirt-carbon peril models are wrong, say boffins: By Lewis Page •_´ Get more from this author The worl... http://bit.ly/9CeBLV	0.6817
0	China Going Green For Security Reasons | The Global Warming Statistics http://bit.ly/bjsZif	0.6576
0	Global warming? Uh, make that another ice age instead: It's hard to imagine the wheels falling off the global warm... http://bit.ly/dyPnLK	1
0	I'z confused nao! RT @DCBrent: Newest cause of global warming: Er, clean air.... http://is.gd/bMiAI	0.5318
0	Hide the Decline' Global Warming Video Creator Says Mann Backlash Effort to 'Cleanup' ClimateGate Indiscretion http://bit.ly/bu77cs	0.7138
0	World-Renowned Experts & Heroes of the Environmental Movement Coming to Pittsburgh... [Global Warming Conference] http://bizwire.pr/wJS30	1
1	1 more day to vote for the Webby Awards! Please vote for NASA's Climate Change site: http://bit.ly/a0yCo9. We're up for Best Science Site.	0.7051
0	@BECKSTERinc ,We r going state to state to make sure no teachers shove the global warming hoax down any young impressionable kids throats!!	1
0	Climate Confusion How Global Warming Hysteria Leads to Bad science ...: Brand: Average Rating 102 reviews The curr... http://bit.ly/8YZbe0	1
1	RT @TreeHugger Global warming for dummies: EPA releases new Climate Change Indicators report http://bit.ly/bivncV	1
0	Climategate' scientists criticised for not using best statistical tools|Climate change scientists at the centre .. http://oohja.com/xaOpO	0.6495
0	Global Warming 101: Free talk in Morristown on Thursday: Morristown Green ' NJ.com By George! Mark Zondlo/ Princet... http://bit.ly/aSnRlw	0.6783
0	Soil Remineralization and Climate Change http://bit.ly/6pSx53 #Climate-change #Soil	0.668
1	Environmental Monitoring - National Instruments: With the increased focus on the effects of climate change on the ... http://bit.ly/9Y8rSQ	1
1	Environmental Monitoring - National Instruments: With the increased focus on the effects of climate change on the ... http://bit.ly/9Y8rSQ	0.6651
1	Fidel Castro warns of aftermath of climate change http://bit.ly/cYB3LY	0.6669
1	Column: Consider natural causes of climate change: The United Nations Intergovernmental Panel on Climate Change wa... http://bit.ly/c4SDsS	0.679
0	E.P.A. Makes Its Case on Climate Change http://ow.ly/1Eh7k	1
0	Climategate: science unit gets 'clean bill of health'|An independent review into the science on climate change .. http://oohja.com/xaOfD	0.684
0	Poll: Questions Raised On Global Warming: by NewsDesk - iWireNews •_» Americans and Britons are more skeptical about... http://bit.ly/bb50sm	0.6746
0	E.P.A. Makes Its Case on Climate Change http://bit.ly/a9EYlR	0.6997
0	EPA Lists 24 Climate Change Indicators to Inform Future Policy http://bit.ly/94QoZB	0.6708
1	What are the issues of global warming and possible climate changes ...: What are the issues of global warming and ... http://bit.ly/b0KVEw	1
0	The American public remains quite uninformed regarding the shabby 'science' behind the man-made global warming scare. http://bit.ly/bIUip0	1
0	Why CO2 projections on Global Warming are false: While projections and predictions on CO2 concentrations in the at... http://bit.ly/9wBfxP	1
1	Climategate: science unit gets 'clean bill of health'|An independent review into the science on climate change .. http://oohja.com/xaOdl	0.6724
1	Whale Poop Fights Global Warming!: Need more proof that Global Warming is the problem ... http://fxn.ws/bRce1g #tcot	0.6206
1	Semi-Believable Evidence that Climate Change Causes Earthquakes and Volcanoes - espritsdefolie: I have heard... http://tumblr.com/xkw960ihe	0.6854
0	The Global Warming Money Scam... http://bit.ly/9sED2n	0.6688
0	No evidence of malpractice' from scientists accused of fabricating global warming results, inquiry finds|A .. http://oohja.com/xaOco	0.3366
0	RT @bighollywood: GLOBAL WARMING: Is James Cameron a Genocidal Maniac?: Either James Cameron is a genocidal maniac or'a black-hearte... http://bit.ly/ay0veg	1
0	GLOBAL WARMING: Is James Cameron a Genocidal Maniac?: Either James Cameron is a genocidal maniac or'a black-hearte... http://bit.ly/ay0veg	0.6635
0	YES. -  RT @GOOD: Q: Should we focus our energy on climate change before immigration? (via @ztf) #GOODasks	0.6563
1	RT @GOOD: Semi-believable evidence that climate change causes earthquakes and volcanoes http://su.pr/1wefHM	1
1	Semi-believable evidence that climate change causes earthquakes and volcanoes http://su.pr/1wefHM	0.6857
0	No Cap and Trade is the parent group of Minnesotans for Global warming. http://bit.ly/9L5Uni	0.6745
1	Semi-Believable Evidence that Climate Change Causes Earthquakes and Volcanoes http://ow.ly/17bQIt	1
1	Microbes aren't accelerating global warming as expected: London, April 17 (ANI): Soil microbes are producing less ... http://bit.ly/97Kn95	0.6416
1	Matthews Urges James Cameron To Trash 'Dangerous' Global Warming Deniers in Right Wing Media http://bit.ly/9PPzin	0.6404
1	HuffPo: 'Global Warming Causes Volcanoes': Huffington Post blogger DK Matai's bio claims him to be 'an engineer tu... http://bit.ly/dq2Iui	1
1	Matthews Urges James Cameron To Trash 'Dangerous' Global Warming Deniers in 'Right Wing Media' http://bit.ly/daeEIi	0.6857
1	When a politician or pundit says 'look it's snowing so there can't be global warming. http://bit.ly/cGOcqU	0.6891
1	Matthews Urges James Cameron To Trash 'Dangerous' Global Warming Deniers in ...: By Geoffrey Dickens (Bio | Archiv... http://bit.ly/czYa5A	1
1	U.S. senators prepare compromise climate change bill|Source: Reuters * Senator Kerry aims to introduce .. http://oohja.com/xaAIR	0.6588
0	GREEN Scientists to search for climate change clues by studying aftermath of volcano plane ban.	1
0	More Global Warming Profiteering by Obama Energy Official: http://bit.ly/doR1ye #tcot #globalwarming	0.4814
1	"Kerry Graham Lieberman Climate Bill - KGL Global Warming Energy Bill - thedailygreen.com" http://j.mp/adUkuK	1
1	Princeton University scholar to lecture on clouds, global warming at ...: The Star-Ledger ' NJ.com By Star-Ledger ... http://bit.ly/92hxyZ	1
1	Well this is awful news. Could be it for climate change legislation for the near future. We all need to swamp Sens.... http://bit.ly/cEVLMR	1
1	Well this is awful news.  Could be it for climate change legislation for the near future.  Nevada residents:... http://bit.ly/cqITyY	0.6531
1	On today's "To The Point": Arizona's immigration law threatens to upend tripartisan climate-change legislation. http://bit.ly/dg3eR2	0.6635
0	Want to go carbon neutral? Entergy and the Pew Center on Global Climate Change partner to Double Your Difference http://bit.ly/cJSWkY	0.6644
1	US green energy is lagging behind: By Cynthia Via '10 Last year's UN Climate Change Conference in Copenhagen allow... http://bit.ly/dAmPR6	0.6908
1	Breitbart.tv  ' Gingrich Defends Global Warming Commercial with Pelosi: http://bit.ly/c6plky	0.6699
1	California Teamsters oppose effort to delay global warming measure: The group is the first major union to official... http://bit.ly/ac1div	0.6293
0	Anchor Rising: The Environmental Mandate: Rhode Island may take another step toward addressing climate change issu... http://bit.ly/clE5Br	0.6865
1	Anchor Rising: The Environmental Mandate: Rhode Island may take another step toward addressing climate change issu... http://bit.ly/clE5Br	1
0	Ex-Gore associate and current Obama energy official Cathy Zoi is exploiting global warming for her own mega-gain. http://bit.ly/anivj5	0.5828
1	Ian McEwan Battles Climate Change in Solar - http://fwix.com/a/2_edef75ddb4	0.6731
1	I wish there was less global warming in Iceland and more in my pants.	1
1	Soaring mercury; Blame it on global warming|Agartala, Apr 14 : Environmentalists have attributed the .. http://oohja.com/xaN2I	1
1	Letter of the day: Will warm spring freeze out the global-warming skeptics?: April in Minneapolis? Believe it, but... http://bit.ly/ayrROd	0.6565
0	Getting hot over global warming: I would like to meet Sarah Palin to find out why she frightens liberals so badly.... http://bit.ly/aC0lP9	0.6355
1	Checking out "Global Warming to Blame for Icelandic Volcanic Eruption" on Freedom Pub: http://ning.it/bmsrQp #climategate #green #tcot #agw	0.6778
1	Recycling and Climate Change http://bit.ly/bM1Txt	0.6559
1	Recycling and Climate Change http://bit.ly/bM1Txt	0.6778
1	DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked ...: DK Matai: Are Global Warming, Volcanoes and Ea... http://bit.ly/djOvCI	1
1	Ice-covered volcanoes may answer climate change questions http://bit.ly/cMjF8j	0.4857
1	Global Warming Solutions Act, the nation's toughest law to control greenhouse gas emissions. http://bit.ly/bWYhmm	0.4776
0	Climate Conversation Group ' The Great Global Warming Blunder: 'Believe it or not, [a] potential natural explanati... http://bit.ly/9FYq3n	1
0	RT @sarahbellumd: TP action figure pls! RT @GregGutfeld: Tugboat Phil is our 1 hope against global warming. #redeye	0.469
0	Los Angeles: California Teamsters oppose effort to delay global warming measure http://bit.ly/dke8X8	0.638
1	All this thawing that global warming is causing is gonna uncover buried Lovecraftian shit that will induce madness in all who gaze upon it.	0.6535
0	Can federal courts help tackle global warming? - By Doug Kendall ...: If Congress and the president fail to tackle... http://bit.ly/aBBMCO	0.7146
0	THR: Key Senator on Climate Change Rips Reid for Shifting Focus to Immigration http://ow.ly/17aeB4	0.6097
0	Is Sen. Graham's flipflop on climate change & immigration a sign he's terrified of being outed as a closeted selfh8ing homo by teapartiers?	0.6624
1	RT @GOOD: The good news about the very bad news (about climate change) http://su.pr/1fG7eV	0.6558
1	The good news about the very bad news (about climate change) http://su.pr/1fG7eV	1
1	RT @latimes: Ice-covered volcanoes may answer climate change questions http://lat.ms/9uVJRK	0.6415
0	Ice-covered volcanoes may answer climate change questions (I thought it was all about SUVs) http://ow.ly/1CzFa	1
1	RT @G_Lauricella: Is Climate Change Genocide? http://bit.ly/asmJGu	1
1	The Good News About the Very Bad News (About Climate Change) http://ow.ly/17a4YA	0.6868
0	Global Warming Causes Earthquakes.' Suuuuure it does.: As [the glaciers] flow off the land, we are warned, seas r... http://bit.ly/c7OhVu	0.6933
1	via @huffingtonpost: News Corp Aims To Go Carbon Neutral While Fox News Promotes Climate Change As... http://huff.to/dvvVs8	0.5105
0	Global warming skeptics fear cost of remedies: By Barry Gaetz, Times ColonistApril 23, 2010 9:00 PM The Climategat... http://bit.ly/cbEitQ	0.6757
1	Caf•__ Scientifique presents global warming talk, film: The April Caf•__ Scientifique presentation will be on the topi... http://bit.ly/ci4HSV	0.6842
1	Warming Wins Global Warming War - Kiddo, Florida was nice, but you didn't miss too much. Think: NewYork's waiting r... http://ow.ly/179Xkb	0.6616
0	Warming Wins Global Warming War - Kiddo, Florida was nice, but you didn't miss too much. Think: NewYork's waiting r... http://ow.ly/179Xkd	0.4665
1	Warming Wins Global Warming War - Kiddo, Florida was nice, but you didn't miss too much. Think: NewYork's waiting r... http://ow.ly/179Xke	1
1	Warming Wins Global Warming War - Kiddo, Florida was nice, but you didn't miss too much. Think: NewYork's waiting r... http://ow.ly/179Xka	1
1	Warming Wins Global Warming War - Kiddo, Florida was nice, but you didn't miss too much. Think: NewYork's waiting r... http://ow.ly/179Xk9	0.6815
0	Los Angeles: Ice-covered volcanoes may answer climate change questions http://losangeles.cityandpress.com/node/1240393	0.6217
1	15-year old speaks about global warming at Palace Theater: Alec Loorz has given more than 30 presentations on clim... http://bit.ly/c0b1Y5	1
1	RT @latimes: Ice-covered volcanoes may answer climate change questions http://lat.ms/9uVJRK	0.6437
1	Ice-covered volcanoes may answer climate change questions http://lat.ms/9uVJRK	0.4876
0	RT @Jettlin ABC, CBS and NBC ignore ClimateGate scandal and still advance left-wing global warming agenda. http://tinyurl.com/25w56lp	0.7053
